name,source,page,srd,category,cr,size,ac,hp_average,hp_formula,hit_dice,passive,str,dex,con,int,wis,cha,can_hover,can_fly,can_burrow,speed_walk,speed_fly,speed_swim,speed_climb,speed_burrow,save_con,save_int,save_wis,save_dex,save_cha,save_str,resist_fire,resist_cold,resist_lightning,resist_acid,resist_thunder,resist_poison,resist_necrotic,resist_radiant,resist_force,resist_psychic,resist_bludgeoning,resist_piercing,resist_slashing,resist_nonmagical_attacks,resist_nonmagical_attacks_not_silvered,resist_nonmagical_attacks_not_adamantine,immune_fire,immune_cold,immune_lightning,immune_acid,immune_thunder,immune_poison,immune_necrotic,immune_radiant,immune_force,immune_psychic,immune_bludgeoning,immune_piercing,immune_slashing,immune_nonmagical_attacks,immune_nonmagical_attacks_not_silvered,immune_nonmagical_attacks_not_adamantine,conditionImmune_charmed,conditionImmune_exhaustion,conditionImmune_frightened,conditionImmune_paralyzed,conditionImmune_poisoned,conditionImmune_grappled,conditionImmune_petrified,conditionImmune_prone,conditionImmune_restrained,conditionImmune_unconscious,conditionImmune_blinded,conditionImmune_deafened,conditionImmune_stunned,conditionInflict_charmed,conditionInflict_exhaustion,conditionInflict_frightened,conditionInflict_paralyzed,conditionInflict_poisoned,conditionInflict_grappled,conditionInflict_petrified,conditionInflict_prone,conditionInflict_restrained,conditionInflict_unconscious,conditionInflict_blinded,conditionInflict_deafened,conditionInflict_stunned,traitTags_Amphibious,traitTags_Keen Senses,traitTags_Legendary Resistances,traitTags_Magic Resistance,traitTags_Pounce,traitTags_Magic Weapons,traitTags_Antimagic Susceptibility,traitTags_False Appearance,traitTags_Sneak Attack,traitTags_Illumination,traitTags_Pack Tactics,traitTags_Death Burst,traitTags_Incorporeal Movement,traitTags_Devil's Sight,traitTags_Reckless,traitTags_Undead Fortitude,traitTags_Amorphous,traitTags_Spider Climb,traitTags_Regeneration,traitTags_Charge,traitTags_Brute,traitTags_Damage Absorption,traitTags_Immutable Form,traitTags_Light Sensitivity,traitTags_Turn Immunity,traitTags_Hold Breath,traitTags_Shapechanger,traitTags_Ambusher,traitTags_Fey Ancestry,traitTags_Sunlight Sensitivity,traitTags_Web Walker,traitTags_Siege Monster,traitTags_Web Sense,traitTags_Rejuvenation,traitTags_Flyby,traitTags_Turn Resistance,traitTags_Rampage,traitTags_Water Breathing,traitTags_Spell Immunity,traitTags_Aggressive,atk1_type,atk1_tohit,atk1_avg_dmg,atk1_dmg_roll,atk1_reach,atk1_range,atk2_type,atk2_tohit,atk2_avg_dmg,atk2_dmg_roll,atk2_reach,atk2_range,atk3_type,atk3_tohit,atk3_avg_dmg,atk3_dmg_roll,atk3_reach,atk3_range,spellcasting_Spellcasting,spellcasting_Innate Spellcasting,spellcasting_level,spellcasting_dc,spellcasting_atk,innate_spellcasting_dc,innate_spellcasting_atk,senseTags_SD,senseTags_D,senseTags_B,senseTags_U,senseTags_T,skill_perception,skill_history,skill_stealth,skill_medicine,skill_religion,skill_persuasion,skill_insight,skill_deception,skill_arcana,skill_athletics,skill_acrobatics,skill_survival,skill_intimidation,skill_investigation,skill_nature,skill_performance,skill_sleight of hand,skill_animal handling
Troll,MM,291,1,giant,5,L,15,84,8d10 + 40,8,12,18,13,20,7,9,7,0,0,0,30,0,0,0,0,5,-2,-1,1,-2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,7,7,1d6 + 4,5,NA,mw,7,11,2d6 + 4,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,2,-2,1,-1,-2,-2,-1,-2,-2,4,1,-1,-2,-2,-2,-2,1,NA
Twig Blight,MM,32,0,plant,0.125,S,13,4,1d6 + 1,1,9,6,13,12,4,8,3,0,0,0,20,0,0,0,0,1,-3,-1,1,-4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,3,3,1d4 + 1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,-1,-3,3,-1,-3,-4,-1,-4,-3,-2,1,-1,-4,-3,-3,-4,1,NA
Tyrannosaurus Rex,MM,80,1,beast,8,H,13,136,13d12 + 52,13,14,25,10,19,2,12,9,0,0,0,50,0,0,0,0,4,-4,1,0,-1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,10,33,4d12 + 7,10,NA,mw,10,20,3d8 + 7,10,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,4,-4,0,1,-4,-1,1,-1,-4,7,0,1,-1,-4,-4,-1,0,NA
Ultroloth,MM,314,0,fiend,13,M,19,153,18d8 + 72,18,17,16,16,18,18,15,19,0,1,0,30,60,0,0,0,4,4,2,3,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,8,7,1d8 + 3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,17,NA,0,0,0,1,0,7,4,8,2,4,4,2,4,4,3,3,2,9,4,4,4,3,NA
Umber Hulk,MM,292,0,monstrosity,5,L,18,93,11d10 + 33,11,10,20,13,16,9,10,10,0,0,1,30,0,0,0,20,3,-1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,8,9,1d8 + 5,5,NA,mw,8,14,2d8 + 5,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,1,0,-1,0,0,0,-1,5,1,0,0,-1,-1,0,1,NA
Unicorn,MM,294,1,celestial,5,L,12,67,9d10 + 18,9,13,18,14,15,11,17,16,0,0,0,50,0,0,0,0,2,0,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,7,11,2d6 + 4,5,NA,mw,7,8,1d8 + 4,5,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,14,NA,0,1,0,0,0,3,0,2,3,0,3,3,3,0,4,2,3,3,0,0,3,2,NA
Vampire,MM,297,1,undead,13,M,16,144,17d8 + 68,17,17,18,18,18,17,15,18,0,0,0,30,0,0,0,0,4,3,7,9,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,9,8,1d8 + 4,5,NA,mw,9,7,1d6 + 4,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,7,3,9,2,3,4,2,4,3,4,4,2,4,3,3,4,4,NA
Vampire Spawn,MM,298,1,undead,5,M,15,82,11d8 + 33,11,13,16,16,16,11,10,12,0,0,0,30,0,0,0,0,3,0,3,6,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,6,6,1d6 + 3,5,NA,mw,6,8,2d4 + 3,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,3,0,6,0,0,1,0,1,0,3,3,0,1,0,0,1,3,NA
Vampire Spellcaster,MM,298,0,undead,15,M,16,144,17d8 + 68,17,17,18,18,18,17,15,18,0,0,0,30,0,0,0,0,4,3,7,9,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,9,8,1d8 + 4,5,NA,mw,9,7,1d6 + 4,5,NA,NA,NA,NA,NA,NA,NA,1,0,9,16,8,0,0,1,0,0,0,0,7,3,9,2,3,4,2,4,3,4,4,2,4,3,3,4,4,NA
Vampire Warrior,MM,298,0,undead,15,M,18,144,17d8 + 68,17,17,18,18,18,17,15,18,0,0,0,30,0,0,0,0,4,3,7,9,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,9,8,1d8 + 4,5,NA,mw,9,11,2d6 + 4,5,NA,mw,9,7,1d6 + 4,5,NA,0,0,0,0,0,0,0,1,0,0,0,0,7,3,9,2,3,4,2,4,3,4,4,2,4,3,3,4,4,NA
Veteran,MM,350,1,humanoid,3,M,17,58,9d8 + 18,9,12,16,13,14,10,11,10,0,0,0,30,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,5,7,1d8 + 3,5,NA,mw,5,6,1d6 + 3,5,NA,rw,3,6,1d10 + 1,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,1,NA
Vine Blight,MM,32,0,plant,0.5,M,12,26,4d8 + 4,4,10,15,8,14,5,10,3,0,0,0,10,0,0,0,0,2,-3,0,-1,-4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,4,9,2d6 + 2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,-3,1,0,-3,-4,0,-4,-3,2,-1,0,-4,-3,-3,-4,-1,NA
Violet Fungus,MM,138,1,plant,0.25,M,5,18,4d8,4,6,3,1,10,1,3,1,0,0,0,5,0,0,0,0,0,-5,-4,-5,-5,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,2,4,1d8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,-4,-5,-5,-4,-5,-5,-4,-5,-5,-4,-5,-4,-5,-5,-5,-5,-5,NA
Vrock,MM,64,1,fiend,6,L,15,104,11d10 + 44,11,11,17,15,18,8,13,8,0,1,0,40,60,0,0,0,4,-1,4,5,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,6,10,2d6 + 3,5,NA,mw,6,14,2d10 + 3,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,2,1,-1,-1,1,-1,-1,3,2,1,-1,-1,-1,-1,2,NA
Vulture,MM,339,1,beast,0,M,10,5,1d8 + 1,1,13,7,10,13,2,12,4,0,1,0,10,50,0,0,0,1,-4,1,0,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,2,2,1d4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,-4,0,1,-4,-3,1,-3,-4,-2,0,1,-3,-4,-4,-3,0,NA
Warhorse,MM,340,1,beast,0.5,L,11,19,3d10 + 3,3,11,18,12,13,2,12,7,0,0,0,60,0,0,0,0,1,-4,1,1,-2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,6,11,2d6 + 4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,1,1,-4,-2,1,-2,-4,4,1,1,-2,-4,-4,-2,1,NA
Warhorse Skeleton,MM,273,1,undead,0.5,L,13,22,3d10 + 6,3,9,18,12,15,2,8,5,0,0,0,60,0,0,0,0,2,-4,-1,1,-3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,6,11,2d6 + 4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,-1,-4,1,-1,-4,-3,-1,-3,-4,4,1,-1,-3,-4,-4,-3,1,NA
Water Elemental,MM,125,1,elemental,5,L,14,114,12d10 + 48,12,10,18,14,18,5,10,8,0,0,0,30,0,90,0,0,4,-3,0,2,-1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,7,13,2d8 + 4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,-3,2,0,-3,-1,0,-1,-3,4,2,0,-1,-3,-3,-1,2,NA
Water Weird,MM,299,0,elemental,3,L,13,58,9d10 + 9,9,10,17,16,13,11,10,10,0,0,0,0,0,60,0,0,1,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,5,13,3d6 + 3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,NA
Weasel,MM,340,1,beast,0,T,13,1,1d4 - 1,1 - 1,13,3,16,8,2,12,3,0,0,0,30,0,0,0,0,-1,-4,1,3,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,5,1,1d1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,-4,5,1,-4,-4,1,-4,-4,-4,3,1,-4,-4,-4,-4,3,NA
Werebear,MM,208,1,humanoid,5,M,10,135,18d8 + 54,18,17,19,10,17,11,12,12,0,0,0,30,0,0,0,0,3,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,7,15,2d10 + 4,5,NA,mw,7,13,2d8 + 4,5,NA,mw,7,10,1d12 + 4,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,1,1,0,4,0,1,1,0,0,1,0,NA
Wereboar,MM,209,1,humanoid,4,M,10,78,12d8 + 24,12,12,17,10,15,10,11,8,0,0,0,30,0,0,0,0,2,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,5,10,2d6 + 3,5,NA,mw,5,10,2d6 + 3,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,0,-1,0,3,0,0,-1,0,0,-1,0,NA
Wererat,MM,209,1,humanoid,2,M,12,33,6d8 + 6,6,12,10,15,12,11,10,8,0,0,0,30,0,0,0,0,1,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,4,4,1d4 + 2,5,NA,mw,4,5,1d6 + 2,5,NA,rw,4,5,1d6 + 2,NA,30,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,-1,0,-1,0,0,2,0,-1,0,0,-1,2,NA
Weretiger,MM,210,1,humanoid,4,M,12,120,16d8 + 48,16,15,17,15,16,10,13,11,0,0,0,30,0,0,0,0,3,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,5,8,1d10 + 3,5,NA,mw,5,7,1d8 + 3,5,NA,mw,5,6,1d6 + 3,5,NA,0,0,0,0,0,0,0,0,1,0,0,0,5,0,4,1,0,0,1,0,0,3,2,1,0,0,0,0,2,NA
Werewolf,MM,211,1,humanoid,3,M,11,58,9d8 + 18,9,14,15,13,14,10,11,10,0,0,0,30,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,4,6,1d8 + 2,5,NA,mw,4,7,2d4 + 2,5,NA,"mw,rw",4,5,1d6 + 2,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,NA
White Dragon Wyrmling,MM,102,1,dragon,2,M,16,32,5d8 + 10,5,14,14,10,14,5,10,11,0,1,1,30,60,30,0,15,4,-3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,4,7,1d10 + 2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,0,0,4,-3,2,0,-3,0,0,0,-3,2,0,0,0,-3,-3,0,0,NA
Wight,MM,300,1,undead,3,M,14,45,6d8 + 18,6,13,15,14,16,10,13,15,0,0,0,30,0,0,0,0,3,0,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,mw,4,5,1d6 + 2,5,NA,mw,4,6,1d8 + 2,5,NA,rw,4,6,1d8 + 2,NA,150,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4,1,0,2,1,2,0,2,2,1,2,0,0,2,2,NA
Will-o'-Wisp,MM,301,1,undead,2,T,19,22,9d4,9,12,1,28,10,13,14,11,1,1,0,0,50,0,0,0,0,1,2,9,0,-5,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ms,4,9,2d8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,2,1,9,2,1,0,2,0,1,-5,9,2,0,1,1,0,9,NA
Winged Kobold,MM,195,0,humanoid,0.25,S,13,7,3d6 - 3,3 - 3,8,7,16,9,8,7,8,0,1,0,30,30,0,0,0,-1,-1,-2,3,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,mw,5,5,1d4 + 3,5,NA,rw,5,6,1d6 + 3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,-2,-1,3,-2,-1,-1,-2,-1,-1,-2,3,-2,-1,-1,-1,-1,3,NA
Winter Wolf,MM,340,1,monstrosity,3,L,13,75,10d10 + 20,10,15,18,13,14,7,12,8,0,0,0,50,0,0,0,0,2,-2,1,1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,6,11,2d6 + 4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,5,-2,3,1,-2,-1,1,-1,-2,4,1,1,-1,-2,-2,-1,1,NA
Wolf,MM,341,1,beast,0.25,M,13,11,2d8 + 2,2,13,12,15,12,3,12,6,0,0,0,40,0,0,0,0,1,-4,1,2,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,4,7,2d4 + 2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,-4,4,1,-4,-2,1,-2,-4,1,2,1,-2,-4,-4,-2,2,NA
